"N","p1","delta","est","s.e.","q025","q900","q950","q975","index"
450,0.4,0.125,-0.65429552883802,0.194472057898073,-1.02737733640879,-0.403269364424473,-0.332978056555798,-0.27633444975683,7
550,0.4,0.125,-0.630298823427471,0.182382646543315,-0.987256839753917,-0.398454973624945,-0.342458282852027,-0.287669911601897,7
650,0.4,0.125,-1.00328619925075,0.178382855980213,-1.35249215123336,-0.77496448302541,-0.714429841508319,-0.648524066101908,7
750,0.4,0.125,-0.595643870910805,0.161135307753933,-0.918989231725365,-0.390432432495872,-0.338671050221045,-0.27691088529936,7
350,0.4,0.15,-0.826097747500982,0.244792172491616,-1.29486121166006,-0.51374784005711,-0.418992027796967,-0.338483448963606,7
450,0.4,0.15,-0.79581099928598,0.208396520405832,-1.20998901862452,-0.529410645864395,-0.448451808331522,-0.393518338865624,7
550,0.4,0.15,-0.597467370250638,0.179780942515922,-0.955527246135438,-0.372896203580038,-0.312486645373599,-0.249411322626267,7
650,0.4,0.15,-0.894463502049308,0.173036234805274,-1.2333921682275,-0.668313260904662,-0.609146659698913,-0.565258200049898,7
750,0.4,0.15,-0.581164449136405,0.161852575470988,-0.899932973990134,-0.372871486587247,-0.319119528849464,-0.2650040779423,7
350,0.4,0.075,-0.0504389172104892,0.226659682798897,-0.504943466344589,0.23985529169282,0.319823536649356,0.388998552732947,8
450,0.4,0.075,-0.369907504771872,0.205075464007965,-0.777176522561817,-0.105993171358048,-0.0263185711854443,0.0443008346271583,8
550,0.4,0.075,-0.151574543256239,0.179595008359415,-0.497091642285647,0.0747587800258191,0.148923798586684,0.210458195720941,8
650,0.4,0.075,-0.406470094113074,0.16429798602725,-0.720100431438911,-0.191696143363711,-0.131694975255223,-0.079412479220183,8
750,0.4,0.075,-0.380364564702388,0.155236148745155,-0.687573729650158,-0.182974391957713,-0.129753276013221,-0.0801359406194917,8
350,0.4,0.1,-0.477666025328312,0.227329884516762,-0.939546163721852,-0.187732022146111,-0.10990350964579,-0.0329729032415579,8
450,0.4,0.1,-0.66608959940194,0.200240427564169,-1.05113417977358,-0.403849903462494,-0.335872251457821,-0.278731647686186,8
550,0.4,0.1,-0.586850949060763,0.183281090943913,-0.947798860418003,-0.34922176624555,-0.280826279599054,-0.229367022775816,8
650,0.4,0.1,-0.33411353914988,0.165156954659841,-0.656233407241358,-0.123286583428361,-0.0597944664155282,-0.0105744462521259,8
750,0.4,0.1,-0.558258648989606,0.154095906957941,-0.856183675236758,-0.366787479368701,-0.303853688410911,-0.241542106669119,8
350,0.4,0.125,-0.506578300514055,0.237038416325355,-0.976115352866235,-0.200296942692877,-0.11831503551251,-0.0497471841582987,8
450,0.4,0.125,-0.662957005167598,0.209034016015447,-1.08372313677381,-0.398670134135958,-0.33156600423007,-0.280728547222702,8
550,0.4,0.125,-0.421115990577577,0.180059806618798,-0.775372852724724,-0.19386979977543,-0.119942360631566,-0.0671236841251659,8
650,0.4,0.125,-0.598402318339049,0.168725513312506,-0.925624942635133,-0.385580631564305,-0.323072395598085,-0.277264129754861,8
750,0.4,0.125,-0.692121952558145,0.157320015411083,-0.994644573472246,-0.49252519148461,-0.431068503546227,-0.377134052717383,8
