"N","p1","delta","est","s.e.","QL","QU","index"
350,0.5,0.15,-0.185645454972674,0.216274858198154,-0.615203146510751,0.225841684251003,10
450,0.5,0.15,-0.702828948410061,0.199689706183645,-1.09279558078961,-0.295167355986918,10
550,0.5,0.15,-0.594880294778689,0.174170462872753,-0.940779608076022,-0.254622280438573,10
650,0.5,0.15,-0.616484219538075,0.156220259178329,-0.921885240143097,-0.315781556054594,10
750,0.5,0.15,-0.567882785835081,0.153924619186239,-0.87687533757835,-0.262706472488248,10
350,0.1,0.05,0.282143431547579,0.363462899936358,-0.430680631644433,0.987570625419618,11
450,0.1,0.05,-1.29771050013349,0.382232701612447,-2.0665331456761,-0.588048447730936,11
550,0.1,0.05,-0.119013804697622,0.35252042964608,-0.823976125058398,0.559959554249388,11
650,0.1,0.05,-0.605605865552993,0.304487904126499,-1.18965542488159,-0.0117230025672258,11
750,0.1,0.05,-0.990078824070221,0.300064724108431,-1.59630533216681,-0.413948601691855,11
350,0.2,0.05,-0.166800664805355,0.27679575319429,-0.714573739837812,0.382966617354588,11
450,0.2,0.05,-0.663890974161357,0.25666724684092,-1.1620837972055,-0.172895380413512,11
550,0.2,0.05,-0.214377471579617,0.224783918003537,-0.658395207604247,0.213507745208424,11
650,0.2,0.05,-0.127020374546715,0.197226798605771,-0.515691542107905,0.242806968746868,11
750,0.2,0.05,-0.19082287762639,0.194310945593589,-0.567251949614283,0.188876536384791,11
350,0.3,0.05,0.0898733671912427,0.240118585330592,-0.376374595792113,0.564012068355916,11
450,0.3,0.05,-0.150702466135104,0.215201992177424,-0.573207107892122,0.256714455774529,11
550,0.3,0.05,-0.445214612328921,0.195819054415684,-0.831614939242911,-0.0644971380816824,11
650,0.3,0.05,-0.209003879173788,0.175984542181103,-0.54831714422534,0.129737052487779,11
750,0.3,0.05,-0.311942393610429,0.171071748460669,-0.649743560724812,0.0215157282606493,11
350,0.4,0.05,-0.708110593905308,0.232731535655369,-1.16642860834565,-0.244687402067371,11
450,0.4,0.05,-0.247652069766483,0.197394060701457,-0.633241691270469,0.138008321737101,11
550,0.4,0.05,-0.263167375106619,0.180498251526709,-0.621541944155948,0.0863663091695793,11
650,0.4,0.05,-0.557755161094801,0.167380626578735,-0.891139588587565,-0.224878936328594,11
750,0.4,0.05,-0.291646453751941,0.149108708263407,-0.582372148501672,-0.00589148509187141,11
350,0.5,0.05,-0.301281326156885,0.217597179021828,-0.736719048023544,0.127218837711552,11
450,0.5,0.05,-0.218763133879406,0.189975574632905,-0.5930291173569,0.147749352348453,11
550,0.5,0.05,0.0719421993708697,0.172978797666349,-0.273865836886916,0.39886080045572,11
650,0.5,0.05,-0.063475377969466,0.154035983367597,-0.366826157284218,0.243783882855721,11
750,0.5,0.05,-0.0536973313032081,0.145915714256899,-0.338345172835151,0.228869436353394,11
350,0.1,0.075,-1.64528703022622,0.65080902541255,-2.97236985985366,-0.444393732786654,11
450,0.1,0.075,-1.85988949569029,0.554920675383391,-3.03175545415926,-0.86119513201594,11
550,0.1,0.075,-2.09893902344468,0.545943278430924,-3.26608472905273,-1.11011888749772,11
650,0.1,0.075,-1.7130600076565,0.416993542233335,-2.58138704029665,-0.938991250049891,11
750,0.1,0.075,-1.84731207027271,0.420438283577261,-2.73274773656132,-1.10103305628756,11
350,0.2,0.075,-0.507302640852418,0.308783802869163,-1.12114002188468,0.106752408928189,11
450,0.2,0.075,-0.530365637204695,0.238588010521327,-0.998859463084773,-0.0631288838179803,11
550,0.2,0.075,-0.746600352328054,0.231658272087003,-1.21522655814726,-0.316463933975795,11
650,0.2,0.075,-0.469168125096956,0.217317147969283,-0.897648148760341,-0.0486722719992615,11
750,0.2,0.075,-0.642085467099809,0.203379738182072,-1.0424407916519,-0.249805848411649,11
350,0.3,0.075,-0.33570850998319,0.249440939839743,-0.835769167426558,0.143425480173388,11
450,0.3,0.075,-0.503002227911948,0.210806432380521,-0.905013550577591,-0.0860929214321081,11
550,0.3,0.075,-0.48847099164247,0.203698110111624,-0.88906907610778,-0.088110444087465,11
650,0.3,0.075,-0.0896678101538729,0.171905769776837,-0.419269497884666,0.249445257771625,11
750,0.3,0.075,-0.664071423740328,0.165456554655239,-0.986788034237578,-0.338372042956013,11
350,0.4,0.075,-0.495559017454044,0.230681787024439,-0.95146348907038,-0.0506768202610941,11
450,0.4,0.075,-0.597415695196663,0.200433304938446,-0.984283002196037,-0.19864509085952,11
550,0.4,0.075,-0.303679212165226,0.173787048115407,-0.642000761463234,0.0351621962787118,11
650,0.4,0.075,-0.362449178810981,0.16200138789979,-0.68081942790291,-0.0479989090225344,11
750,0.4,0.075,-0.344345084195849,0.156031514605119,-0.648288969662779,-0.0383782496200603,11
350,0.5,0.075,-0.447983661407352,0.213190457812083,-0.864183239874402,-0.0203575644960632,11
450,0.5,0.075,-0.666842454136743,0.193397524355439,-1.04399753445186,-0.294689129392748,11
550,0.5,0.075,-0.592956044377507,0.169252818051499,-0.929658233707893,-0.262903424618483,11
650,0.5,0.075,-0.299685671382017,0.155661190369746,-0.606387050471782,0.00268718376080804,11
750,0.5,0.075,-0.302987591622711,0.146095543368138,-0.589873126383286,-0.0127910559409382,11
350,0.1,0.1,-6.69682697836008,3.41524942084876,-14.992572219932,-2.45289803222722,11
450,0.1,0.1,-6.27138501518862,3.33852864117051,-14.829057304738,-2.18504399851557,11
550,0.1,0.1,-7.01449213515744,3.20658128125203,-15.413154314648,-2.9529877184938,11
650,0.1,0.1,-6.92579012106147,3.34244667529085,-15.5951464474947,-2.83465402022507,11
750,0.1,0.1,-7.35972302817241,3.74974114949049,-16.6038528376159,-3.03096989897622,11
350,0.2,0.1,-0.590185176906423,0.285412652728904,-1.16098942328049,-0.0421397721705363,11
450,0.2,0.1,-1.14201059489972,0.303830239905686,-1.75428254175043,-0.557722142754292,11
550,0.2,0.1,-0.589443920385796,0.24250290200409,-1.06903921990676,-0.112333871858869,11
650,0.2,0.1,-1.04295823011274,0.245813408078148,-1.54186597265336,-0.574916965792601,11
750,0.2,0.1,-0.837072610203755,0.216126001606357,-1.27372824015555,-0.424155792402048,11
350,0.3,0.1,-1.0571154248807,0.248978256894562,-1.53737137528763,-0.5754714241088,11
450,0.3,0.1,-0.61041135159418,0.210552605477273,-1.03170590013208,-0.212959810199021,11
550,0.3,0.1,-0.720346884641603,0.203433778638013,-1.11755989613378,-0.31315013461143,11
650,0.3,0.1,-0.663366376742932,0.191068122702859,-1.0407980077866,-0.293641143473782,11
750,0.3,0.1,-0.438690394594263,0.163209870707616,-0.760582286341027,-0.113021151223029,11
350,0.4,0.1,-0.533398817661615,0.222380099434411,-0.976839750620743,-0.107931024520541,11
450,0.4,0.1,-0.280586141024958,0.194708885271181,-0.658001324847436,0.103912867762335,11
550,0.4,0.1,-0.611274881496971,0.181382464492323,-0.96085175920251,-0.263950761382563,11
650,0.4,0.1,-0.372929824181925,0.165104113570144,-0.706837971424941,-0.0556235634887162,11
750,0.4,0.1,-0.451134539982945,0.153166845010078,-0.752137754147142,-0.156024666344349,11
350,0.5,0.1,-0.413349519763487,0.219561447156664,-0.832178195761297,0.0185559212860712,11
450,0.5,0.1,-0.640008334989215,0.188908965459735,-1.00731463682316,-0.274132973763882,11
550,0.5,0.1,-0.627498732677462,0.173744271123007,-0.966587123061888,-0.287925840605316,11
650,0.5,0.1,-0.453863163597975,0.161112596743919,-0.767081105837851,-0.142126059174184,11
750,0.5,0.1,-0.394956072538753,0.147527513004232,-0.687416087138359,-0.11141547315198,11
350,0.1,0.125,0.127528334024344,9.98684730348814,-19.5661064012622,19.2854420802446,11
450,0.1,0.125,-0.185034141799751,10.0088043428389,-19.5121122775061,19.3835675875759,11
550,0.1,0.125,-0.0654963003930073,9.68823763645871,-19.4199531248205,18.4933768419143,11
650,0.1,0.125,0.084209002547088,10.0407650256612,-19.4385976587435,19.2844006986812,11
750,0.1,0.125,-0.238557968210283,10.0928653366042,-20.1540202437162,19.0945164199323,11
350,0.2,0.125,-1.81634493870168,0.474522257520162,-2.81579877836977,-0.944116948722329,11
450,0.2,0.125,-0.764183671195181,0.291375285750744,-1.34345099758765,-0.215670503424937,11
550,0.2,0.125,-1.28651221132368,0.289678939075883,-1.89861561076848,-0.738183178985717,11
650,0.2,0.125,-0.877751262035641,0.246656584050268,-1.35374351184873,-0.403812490282143,11
750,0.2,0.125,-1.13060468031565,0.242260306994446,-1.60843505094352,-0.654135455402595,11
350,0.3,0.125,-0.735018250568598,0.250493228286791,-1.23725590026454,-0.244817538493249,11
450,0.3,0.125,-0.788315330004509,0.217610090590841,-1.22921783512934,-0.372608825358103,11
550,0.3,0.125,-0.486918525360835,0.207975899895262,-0.898192310006158,-0.0774546253094941,11
650,0.3,0.125,-0.646716161565782,0.185788616607992,-1.01398536788143,-0.286394280335773,11
750,0.3,0.125,-1.01380530669152,0.178021033886545,-1.36791591348808,-0.668549434001811,11
350,0.4,0.125,-0.819449561910907,0.226241132943416,-1.2675242041783,-0.3829291992341,11
450,0.4,0.125,-0.510965747454506,0.205889259438365,-0.91061435909683,-0.0973310463519133,11
550,0.4,0.125,-0.103245941196579,0.182477752062979,-0.465996384848168,0.247671196855557,11
650,0.4,0.125,-0.641177530886615,0.169568618031947,-0.974705345252183,-0.309159284518762,11
750,0.4,0.125,-0.788984406879998,0.157884895179192,-1.09417239890571,-0.477728324908503,11
350,0.5,0.125,-0.390128625031174,0.221383440052137,-0.821323438105322,0.0507972174431333,11
450,0.5,0.125,-0.513627191712735,0.19166119087929,-0.899149222077448,-0.145159557291478,11
550,0.5,0.125,-0.509665017209409,0.17388623654866,-0.848927328524685,-0.169499718932392,11
650,0.5,0.125,-0.438852780338626,0.160900303307549,-0.766854875590217,-0.134176044200646,11
750,0.5,0.125,-0.786127092816404,0.148773774628381,-1.07603341573939,-0.506195035964831,11
350,0.1,0.15,0.332146443550225,9.82394848583059,-18.9422256993835,19.4568076763283,11
450,0.1,0.15,0.164913413511085,9.88198774243795,-18.9305528961323,18.8032546031064,11
550,0.1,0.15,-0.27440941904374,9.79476334302856,-19.4138074274549,18.7874539752496,11
650,0.1,0.15,0.0247892100800344,9.86486114383671,-19.6045508672256,19.7334277717695,11
750,0.1,0.15,0.533112739936951,10.1693505300504,-19.8493908141751,20.179435798061,11
350,0.2,0.15,-2.56403738148202,0.495360586581773,-3.60651653093863,-1.65374255748114,11
450,0.2,0.15,-1.10562108701327,0.294279480111694,-1.69488725788482,-0.546101791406199,11
550,0.2,0.15,-1.67456422356158,0.347721568087639,-2.39965191512105,-1.00825137498689,11
650,0.2,0.15,-1.48287298833426,0.277043659241737,-2.0422822227758,-0.958434548826564,11
750,0.2,0.15,-1.68014801081549,0.292050551411084,-2.27532392974116,-1.12634300422773,11
350,0.3,0.15,-1.00590376914154,0.258532157117822,-1.51549053899641,-0.509988177824126,11
450,0.3,0.15,-0.616218609626078,0.226929932435204,-1.05655000823485,-0.17997849642881,11
550,0.3,0.15,-0.808627031272499,0.226086315868693,-1.25071301301748,-0.367671647653453,11
650,0.3,0.15,-0.566513762985326,0.187967491078541,-0.934161365701646,-0.190673177036121,11
750,0.3,0.15,-0.913010613793522,0.184747293295928,-1.28515126533535,-0.558752439670876,11
350,0.4,0.15,-0.868523333623016,0.230534966941501,-1.31271962669621,-0.428284566062264,11
450,0.4,0.15,-0.467349961681141,0.206112299981987,-0.855275033939491,-0.0606602606291731,11
550,0.4,0.15,-0.928085794253906,0.193926065549963,-1.30794160542444,-0.552864813131543,11
650,0.4,0.15,-0.620518312240512,0.172897520111507,-0.958545299289179,-0.284275913008941,11
750,0.4,0.15,-0.597901567699593,0.163544436262513,-0.917024744878093,-0.284398114958241,11
350,0.5,0.15,-0.83388801223625,0.224873482483009,-1.27959654066982,-0.390020313767972,11
450,0.5,0.15,-0.659670776130708,0.195007711329771,-1.04850024808842,-0.28011824172889,11
550,0.5,0.15,-0.650434016669515,0.173542791043227,-0.991887645902511,-0.303279728934932,11
650,0.5,0.15,-0.586454253463684,0.159704858388082,-0.896363269713826,-0.27696327742968,11
750,0.5,0.15,-0.595004057848773,0.150327794537252,-0.894918501590617,-0.305304551244163,11
350,0.1,0.05,-0.587507093167558,0.429030159900568,-1.45348940799044,0.227702873785371,12
450,0.1,0.05,-0.812827071563739,0.391486675481171,-1.62244872543859,-0.0743309217995604,12
550,0.1,0.05,-0.808686489763168,0.350695726699966,-1.5027426984486,-0.133714607510738,12
650,0.1,0.05,-0.674905425726291,0.278273185686933,-1.22205379121,-0.145632073731326,12
750,0.1,0.05,-0.959024375401714,0.307218246704913,-1.59209392645409,-0.384104364306162,12
350,0.2,0.05,-0.495802149518103,0.28381415435161,-1.05631551952684,0.0444633169414999,12
450,0.2,0.05,-0.122584131393721,0.251888135326864,-0.614342598049764,0.388169609889257,12
550,0.2,0.05,-0.548812728536884,0.224031622151567,-0.979472157671684,-0.105146847925276,12
650,0.2,0.05,-0.273658221921924,0.194188145385435,-0.65736065200474,0.113803707759827,12
750,0.2,0.05,-0.505344863074517,0.205371729465444,-0.906993335951531,-0.108550170818795,12
350,0.3,0.05,0.0817912371694871,0.235906879421879,-0.392181112963547,0.542125043727059,12
450,0.3,0.05,-0.281685251072229,0.213700526589138,-0.70756664015028,0.136294446165026,12
550,0.3,0.05,-0.0991940943871241,0.201541645256777,-0.487594295940157,0.290687102594427,12
650,0.3,0.05,-0.281894096734742,0.186363192639667,-0.652389416194698,0.059847881623697,12
750,0.3,0.05,-0.016107510009993,0.164897251218845,-0.333599794343764,0.315709268339746,12
350,0.4,0.05,-0.196655876993794,0.224342125305363,-0.629042925725594,0.24953272887287,12
450,0.4,0.05,-0.385562231270458,0.196819786658738,-0.768848567519447,-0.00612502671917174,12
550,0.4,0.05,0.0489133134702171,0.174476597750463,-0.295061923441171,0.386861571620439,12
650,0.4,0.05,-0.185863331489969,0.163753738414673,-0.512794659172089,0.140075972108585,12
750,0.4,0.05,-0.192970706392806,0.152301479587216,-0.493097874791724,0.110640673882119,12
350,0.5,0.05,-0.0968835508365494,0.217628385745922,-0.532433726761361,0.320891008840648,12
450,0.5,0.05,-0.289305017901105,0.188559251359743,-0.650494603337033,0.0746510216908848,12
550,0.5,0.05,-0.367352811740995,0.171003461288474,-0.707109632473398,-0.0406051048685492,12
650,0.5,0.05,-0.115679733734021,0.158155750341418,-0.426720063899609,0.191865460502,12
750,0.5,0.05,-0.441279052299659,0.147862247926332,-0.730828505576075,-0.16081408835031,12
350,0.1,0.075,-2.25540770718985,0.772920974157609,-3.91654844599808,-0.893995104319898,12
450,0.1,0.075,-1.32967462641948,0.586940231620275,-2.55716083880105,-0.268799119297134,12
550,0.1,0.075,-2.16104615176763,0.576876963330665,-3.39195439141052,-1.13499984705229,12
650,0.1,0.075,-1.40424654490406,0.447245514489906,-2.32084302088353,-0.56682470153207,12
750,0.1,0.075,-2.87762147473526,0.65787082086307,-4.30764593228059,-1.76347782712183,12
350,0.2,0.075,-1.04308483842712,0.321840698421481,-1.68485206911292,-0.431165990857178,12
450,0.2,0.075,-0.473926262346315,0.263273463985233,-1.00347757019445,0.0491679775510717,12
550,0.2,0.075,-0.114624173420494,0.231590379659985,-0.57529325659411,0.341688286165876,12
650,0.2,0.075,-0.928570108894009,0.231206176661767,-1.40448116301524,-0.498382745593105,12
750,0.2,0.075,-0.815329003873426,0.199125632948009,-1.21549705204901,-0.426305434431363,12
350,0.3,0.075,-0.735477170753673,0.23600053772349,-1.19838532540915,-0.29202465544786,12
450,0.3,0.075,-0.0787462058987175,0.206592414628357,-0.48021321844933,0.33151382126269,12
550,0.3,0.075,-0.156844702358691,0.195070542166819,-0.535938892043884,0.221297089099131,12
650,0.3,0.075,-0.393618889285849,0.179656323738097,-0.747823514605772,-0.046094029625064,12
750,0.3,0.075,-0.345181680070804,0.16693434141727,-0.681687890209546,-0.0133114520920906,12
350,0.4,0.075,0.0286449273299225,0.217612540259584,-0.392469359978699,0.446226680190073,12
450,0.4,0.075,-0.454949095880046,0.202107156907378,-0.838614799593511,-0.061169635905229,12
550,0.4,0.075,-0.345467056641573,0.178462464261379,-0.701499069462018,0.00797611116720949,12
650,0.4,0.075,-0.235164717124082,0.163682065646347,-0.556216482310874,0.0789219556731251,12
750,0.4,0.075,-0.272108046045963,0.149720597277758,-0.559461919135325,0.0222123914197831,12
350,0.5,0.075,-0.190074315554887,0.216143633912191,-0.621967553272858,0.230992710877747,12
450,0.5,0.075,-0.339238730723953,0.190226668906975,-0.714341593823384,0.0250486822501375,12
550,0.5,0.075,-0.118142278369548,0.166277079774405,-0.445153985588921,0.202690135463405,12
650,0.5,0.075,-0.149097701442148,0.156601291925286,-0.457737720785017,0.157615831377625,12
750,0.5,0.075,-0.560214367820282,0.147806480128731,-0.854332061865938,-0.270573560096342,12
350,0.1,0.1,-5.91415048772356,3.41387908551796,-14.8269301955555,-1.60149963833958,12
450,0.1,0.1,-6.97087807766939,3.68642668001287,-16.5422434078778,-2.50048723487083,12
550,0.1,0.1,-6.66937892410256,2.98780558435739,-13.6586044043926,-2.78550700643889,12
650,0.1,0.1,-6.86262725450815,2.93249100696832,-14.1339701606348,-3.11013056211614,12
750,0.1,0.1,-7.6225313551239,3.49280064317449,-16.4586748667483,-3.32868961053053,12
350,0.2,0.1,-0.943977179219617,0.287219573735768,-1.51717544046601,-0.381208303300878,12
450,0.2,0.1,-1.11246525027879,0.290217065029631,-1.69348603070392,-0.566696593484508,12
550,0.2,0.1,-0.662486311893003,0.24716321576179,-1.1699283053791,-0.191954621868537,12
650,0.2,0.1,-1.27147215421189,0.255450293800808,-1.79223106855926,-0.776644200860701,12
750,0.2,0.1,-0.639169345759163,0.19612378430346,-1.01177053833967,-0.268066516262672,12
350,0.3,0.1,-0.253806177329273,0.250707032666686,-0.732550045721078,0.2323027647291,12
450,0.3,0.1,-0.280282611681283,0.216254956411822,-0.70968066186228,0.142746335998276,12
550,0.3,0.1,-0.355435016121202,0.199970644923884,-0.761856499581748,0.0228040106647187,12
650,0.3,0.1,-0.559221189703524,0.193798442097693,-0.921584399419991,-0.176736406035755,12
750,0.3,0.1,-0.528675220999235,0.165771894185992,-0.849535151874573,-0.198212682778648,12
350,0.4,0.1,-0.457815352474178,0.229884493705147,-0.913883313459809,-0.00697261504248288,12
450,0.4,0.1,-0.518359038233467,0.208285739826227,-0.930129192955069,-0.118620124749127,12
550,0.4,0.1,-0.472025839250817,0.176076047809355,-0.828807319441703,-0.124959989961132,12
650,0.4,0.1,-0.515621269082344,0.164729454003893,-0.841834127862235,-0.199665630832196,12
750,0.4,0.1,-0.189437085065187,0.155216083665437,-0.495886813483805,0.117147543887819,12
350,0.5,0.1,-0.405610667116971,0.211076116933639,-0.8175526799408,0.0203126879396933,12
450,0.5,0.1,-0.311273611787436,0.190018224465504,-0.679093241919845,0.0545508902215457,12
550,0.5,0.1,-0.502386077642578,0.171498064940046,-0.83404153271043,-0.169392780598161,12
650,0.5,0.1,-0.424963097279265,0.157421617940108,-0.741888578147026,-0.118901685340524,12
750,0.5,0.1,-0.491178768965172,0.14544500076046,-0.78686404030945,-0.213156137511798,12
350,0.1,0.125,0.0140249822424246,10.0499104995364,-20.1983396392291,20.0656982894121,12
450,0.1,0.125,-0.0202595315661282,9.87027896382445,-19.2850529230824,19.5972134048905,12
550,0.1,0.125,-0.205263305722755,9.8644907791314,-19.2617344949832,19.3712757435377,12
650,0.1,0.125,-0.0761139435234749,9.84700507233048,-19.2109646391006,19.6646875039509,12
750,0.1,0.125,-0.0992043148820756,10.1413519262031,-20.6679762442055,19.3967537959912,12
350,0.2,0.125,-0.823284131427065,0.350551644815634,-1.52706509779673,-0.155954713261025,12
450,0.2,0.125,-1.11671393007849,0.310662681472869,-1.74655099096823,-0.530630274985505,12
550,0.2,0.125,-0.922248526144683,0.276490161582021,-1.46281901020106,-0.40026964476279,12
650,0.2,0.125,-1.41402072548659,0.260687288169203,-1.95326807235827,-0.916819292156417,12
750,0.2,0.125,-0.69721153117831,0.213256822594326,-1.1306403782703,-0.295508331239095,12
350,0.3,0.125,-1.13080007714812,0.273309977274488,-1.68901640060698,-0.616862868942641,12
450,0.3,0.125,-0.53714910332753,0.222008343535471,-0.986951481353878,-0.116376305326183,12
550,0.3,0.125,-0.513199900783995,0.197666982173399,-0.91063803325721,-0.126020100684371,12
650,0.3,0.125,-0.784073645759127,0.191291467886121,-1.16770272032237,-0.422806854667628,12
750,0.3,0.125,-0.719620690823033,0.18100392751479,-1.08217981323283,-0.365038346652305,12
350,0.4,0.125,-0.650573379795788,0.23219162626878,-1.12005344544231,-0.190886721131192,12
450,0.4,0.125,-0.453371921537123,0.199700460300785,-0.846163706056882,-0.074928167323103,12
550,0.4,0.125,-0.688496178187807,0.182799674147989,-1.04120372497256,-0.31993831671264,12
650,0.4,0.125,-0.311633466295984,0.163380900148179,-0.624487615435227,0.010912313754406,12
750,0.4,0.125,-0.567823734721091,0.154858218842527,-0.878055736484829,-0.261236995351744,12
350,0.5,0.125,-0.531912635450444,0.224131918912573,-0.974525136700541,-0.0881077152139391,12
450,0.5,0.125,-0.593409788075807,0.190956681005745,-0.967497763175906,-0.225438076345946,12
550,0.5,0.125,-0.656005828168591,0.17371122529574,-0.999836388166154,-0.31252595551533,12
650,0.5,0.125,-0.450708539700145,0.16139434039798,-0.777744427892107,-0.145587320006,12
750,0.5,0.125,-0.318864084005118,0.15055843720318,-0.61316266190101,-0.019631598272599,12
350,0.1,0.15,-0.362925122496201,10.0978407317544,-20.2043275965414,19.9217593837404,12
450,0.1,0.15,0.212267881821775,9.93742082902757,-19.376368345899,19.5018602769607,12
550,0.1,0.15,-0.330224735448488,9.94135625731414,-20.3105363405536,18.9941005017865,12
650,0.1,0.15,0.0635573566120584,10.0734078391805,-19.4526767523361,19.5539074130262,12
750,0.1,0.15,-0.272635822078231,9.99666933804406,-19.7932075222355,19.0365695459669,12
350,0.2,0.15,-2.03619670273867,0.418650109554384,-2.90970923058981,-1.27455497804751,12
450,0.2,0.15,-1.53606290100279,0.355563996076683,-2.27744630049358,-0.864295247841859,12
550,0.2,0.15,-0.871012311545425,0.303373306415581,-1.46971541211205,-0.303565190438817,12
650,0.2,0.15,-1.40559454853922,0.26418968549129,-1.92435787191113,-0.893291864681046,12
750,0.2,0.15,-1.12284936836043,0.226695052844502,-1.57454190672413,-0.687459763656841,12
350,0.3,0.15,-0.416631220548638,0.271492409298067,-0.962723790078699,0.101624818268237,12
450,0.3,0.15,-0.918202542940114,0.246259442100594,-1.41405932979771,-0.44265071375028,12
550,0.3,0.15,-1.1967711925552,0.222496407647142,-1.63777275203884,-0.772300890893566,12
650,0.3,0.15,-0.757541766408227,0.195684743136694,-1.1320669034068,-0.371848586664048,12
750,0.3,0.15,-0.795588246517686,0.18106048818058,-1.15732465762146,-0.447612979658853,12
350,0.4,0.15,-0.62044124513399,0.225414826132331,-1.06719850073231,-0.175499538525152,12
450,0.4,0.15,-0.93060060139018,0.20829098484162,-1.34237651564731,-0.522764885789413,12
550,0.4,0.15,-0.517392138338781,0.187008955615746,-0.890589427847002,-0.159815313375724,12
650,0.4,0.15,-0.647708303513341,0.168429060577139,-0.966988580879185,-0.316452796017424,12
750,0.4,0.15,-0.565373109670858,0.161171383922162,-0.880559319909875,-0.250798313103756,12
350,0.5,0.15,-0.624696338873666,0.225109197976816,-1.07007930148902,-0.185670663248089,12
450,0.5,0.15,-0.384856866133658,0.189851464778369,-0.758650712749416,-0.019252658045685,12
550,0.5,0.15,-0.800314817927501,0.177880530537894,-1.14691571392214,-0.46350608687995,12
650,0.5,0.15,-0.831784839024421,0.160513425665849,-1.14659133422558,-0.520363772417258,12
750,0.5,0.15,-0.626057653605954,0.155122165064163,-0.932136045211322,-0.332895798101441,12
350,0.1,0.05,-1.15105618703567,0.463470054488166,-2.08970915545122,-0.283781260139954,13
450,0.1,0.05,-0.981996705812411,0.46210196453288,-1.92852810777199,-0.112418052071217,13
550,0.1,0.05,-0.694203000303743,0.354035047777681,-1.39845445865872,0.00431614658316483,13
650,0.1,0.05,-0.546138669206912,0.298138330804648,-1.13436957630674,0.044179155504246,13
750,0.1,0.05,-0.499834110745213,0.27726244938217,-1.04731142916098,0.0569593506357528,13
350,0.2,0.05,-0.547821102646832,0.284320867522369,-1.1020450239689,-0.00355213340189556,13
450,0.2,0.05,-0.269777448387651,0.265059379183298,-0.787334544851913,0.251786910116584,13
550,0.2,0.05,-0.853156757090818,0.230842171052466,-1.31651315093035,-0.40112167454413,13
650,0.2,0.05,-0.58760401204282,0.215030184930133,-1.00763380172536,-0.1795808274112,13
750,0.2,0.05,-0.350437397189345,0.187618970112372,-0.71257550781643,0.0213075146754275,13
350,0.3,0.05,-0.157459588797231,0.241037249909946,-0.631236123495364,0.315653489205776,13
450,0.3,0.05,-0.342953757989004,0.217966640303442,-0.779547421524793,0.0915641607268365,13
550,0.3,0.05,-0.239770053013429,0.197893780246168,-0.618910886742657,0.14668138322899,13
650,0.3,0.05,-0.417826271525914,0.178105444812791,-0.766436327733309,-0.0648247383955405,13
750,0.3,0.05,-0.160998503187959,0.162709105113898,-0.473776138933673,0.1578138745215,13
350,0.4,0.05,-0.54847144681734,0.214580262166856,-0.973807465174073,-0.139673411912765,13
450,0.4,0.05,-0.0708588697697184,0.194340093895692,-0.443246850892013,0.306353934980407,13
550,0.4,0.05,-0.22824924499512,0.178875727228387,-0.580429703443409,0.117645176838087,13
650,0.4,0.05,-0.0302291692696031,0.167538041170053,-0.360804592341721,0.292578010135709,13
750,0.4,0.05,0.0213204456066957,0.153994604920271,-0.277338329182187,0.330604816190929,13
350,0.5,0.05,-0.165629520365015,0.21995933866672,-0.599713988547456,0.274676914940181,13
450,0.5,0.05,0.0547742791118461,0.18916673554461,-0.31573338339638,0.434329746139894,13
550,0.5,0.05,-0.118541741456676,0.171587458153847,-0.45292583408841,0.215068179885229,13
650,0.5,0.05,-0.235230390916535,0.153684947816789,-0.54280328346274,0.0631912296874294,13
750,0.5,0.05,-0.2676171245015,0.150623321991858,-0.571864062762125,0.025618871183569,13
350,0.1,0.075,-1.29410881183398,0.483502064645681,-2.30613074835571,-0.385543438936285,13
450,0.1,0.075,-0.905451944668898,0.38094721326459,-1.66412857187054,-0.191936575156904,13
550,0.1,0.075,-1.79124304835601,0.391023850434943,-2.60802844695945,-1.06311490527326,13
650,0.1,0.075,-1.7403453140188,0.50812598249451,-2.82869503234151,-0.846902884999011,13
750,0.1,0.075,-0.885030099047432,0.343337121343279,-1.58937720116977,-0.228913636839163,13
350,0.2,0.075,-0.400563675515569,0.288732717081264,-0.967639592291545,0.165667082748665,13
450,0.2,0.075,-0.520460858666476,0.26221049105215,-1.03268452836418,-0.0139941922946953,13
550,0.2,0.075,-0.687993401789016,0.256306337290247,-1.19039999175595,-0.198889053080492,13
650,0.2,0.075,-0.930028739504951,0.221862341462314,-1.37752882611518,-0.508566598332158,13
750,0.2,0.075,-0.926589752082574,0.212874990982996,-1.34805511142977,-0.516963652331996,13
350,0.3,0.075,-0.871349806272436,0.262864732864644,-1.39891426381814,-0.358628631970921,13
450,0.3,0.075,-0.203707968260417,0.209160743488431,-0.613319717073609,0.199501797094574,13
550,0.3,0.075,-0.546511030733707,0.20598156005545,-0.952162296477447,-0.143095179729876,13
650,0.3,0.075,-0.495078689391901,0.184500023194271,-0.851128768162483,-0.138584361424508,13
750,0.3,0.075,-0.681051729593448,0.172527952744301,-1.01780254344933,-0.348006676346944,13
350,0.4,0.075,-0.860395233882763,0.236977240592857,-1.32940886407889,-0.378944028317019,13
450,0.4,0.075,-0.446870364878622,0.19813010315525,-0.832705132716984,-0.0546145653463161,13
550,0.4,0.075,-0.542917153188744,0.183009790475791,-0.914283611820914,-0.204670865955168,13
